TIPO ;DATA;ATOS NORMATIVOS;DESCRIÇÂO;LEIS;LINK
Faixa de fronteira;06/04/1966;LEI N° 4.947, DE 6 DE ABRIL DE 1966.;Fixa Normas de Direito Agrário, dispõe sobre o Sistema de Organização e Funcionamento do Instituto Brasileiro de Reforma Agrária, e dá outras Providências. Art. 5°;LEI N° 4.947;https://bit.ly/2Ez37L0
Faixa de fronteira;18/08/1975;"LEI N° 1414, DE 18 DE AGOSTO DE 1975.
(REVOGADA)";"Dispõe sobre o processo de ratificação das concessões e alienações de terras devolutas na Faixa de Fronteiras, e dá outras providências.
Revogada pela Lei nº 13.178, de 2015.";LEI N° 1414;https://bit.ly/2NvrPyC
Faixa de fronteira;04/05/1976;LEI Nº 6.327, DE 4 DE MAIO DE 1976.;Autoriza o Instituto Nacional de Colonização e Reforma Agrária - INCRA - a doar os imóveis que menciona.;LEI Nº 6.327;https://bit.ly/2NtyskW
Faixa de fronteira;18/09/1978;LEI Nº 6.559, DE 18 DE SETEMBRO DE 1978.;Extingue a Comissão Especial da Faixa de Fronteiras (CEFF) e dá outras providências.;LEI Nº 6.559;https://bit.ly/2IFQVMp
Faixa de fronteira;02/05/1979;LEI Nº 6.634, DE 2 DE MAIO DE 1979.;Dispõe sobre a Faixa de Fronteira, altera o Decreto-lei nº 1.135, de 3 de dezembro de 1970, e dá outras providências.;LEI Nº 6.634;https://bit.ly/2EcvhtK
Faixa de fronteira;29/06/1981;LEI N° 6.925, DE 29 DE JUNHO DE 1981.;Altera dispositivos do Decreto-lei nº1.414, de 18 de agosto de 1975, e dá outras providências.;LEI N° 6.925;https://bit.ly/2tGbnm2
Faixa de fronteira;15/05/1998;LEI Nº 9.636, DE 15 DE MAIO DE 1998.;Dispõe sobre a regularização, administração, aforamento e alienação de bens imóveis de domínio da União, altera dispositivos dos Decretos-Leis nos 9.760, de 5 de setembro de 1946, e 2.398, de 21 de dezembro de 1987, regulamenta o § 2° do art. 49 do Ato das Disposições Constitucionais Transitórias, e dá outras providências.;LEI Nº 9.636;https://bit.ly/2Ddri22
Faixa de fronteira;23/11/1999;"LEI N° 9.871, DE 23 DE NOVEMBRO DE 1999.
(REVOGADA)";"Estabelece prazo para as ratificações de concessões e alienações de terras feitas pelos Estados na faixa de fronteira, e dá outras providências.
Revogada pela Lei nº 13.178, de 2015.";LEI N° 9.871;https://bit.ly/2ICXeAn
Faixa de fronteira;27/12/2000;LEI N° 10.164, DE 27 DE DEZEMBRO DE 2000.;Prorroga o prazo para as ratificações de concessões e alienações de terras feitas pelos Estados na faixa de fronteira e dá outras providências.;LEI N° 10.164;https://bit.ly/2H8YFnA
Faixa de fronteira;28/12/2001;LEI N° 10.363, DE 28 DE DEZEMBRO DE 2001.;Prorroga o prazo para as ratificações de concessões e alienações de terras feitas pelos Estados na faixa de fronteira e dá outras providências.;LEI N° 10.363;https://bit.ly/2VouWey
Faixa de fronteira;25/11/2003;LEI N° 10.787, DE 25 DE NOVEMBRO DE 2003.;Prorroga o prazo do art. 1o da Lei no 9.871, de 23 de novembro de 1999, alterado pelas Leis n° 10.164, de 27 de dezembro de 2000, e 10.363, de 28 de dezembro de 2001, referente a ratificação das concessões e alienações de terras feitas pelos Estados em faixa de fronteira, e dá outras providências.;LEI N° 10.787;https://bit.ly/2IFIYqs
Faixa de fronteira;22/10/2015;LEI Nº 13.178, DE 22 DE OUTUBRO DE 2015.;"Dispõe sobre a ratificação dos registros imobiliários decorrentes de alienações e concessões de terras públicas situadas nas faixas de fronteira; e revoga o Decreto-Lei n° 1.414, de 18 de agosto de 1975, e a Lei no 9.871, de 23 de novembro de 1999.";LEI Nº 13.178;https://bit.ly/2Vt4YXp
Faixa de fronteira;11/07/2017;LEI Nº 13.465, DE 11 DE JULHO DE 2017.;"Dispõe sobre a regularização fundiária rural e urbana, sobre a liquidação de créditos concedidos aos assentados da reforma agrária e sobre a regularização fundiária no âmbito da Amazônia Legal; institui mecanismos para aprimorar a eficiência dos procedimentos de alienação de imóveis da União;";LEI Nº 13.465;https://bit.ly/2xyYCKE
Faixa de fronteira;06/01/1999;"MEDIDA PROVISÓRIA Nº 1.797, DE 6 DE JANEIRO DE 1999.
(REVOGADA)";"Estabelece prazo para as ratificações de concessões e alienações de terras feitas pelos Estados na Faixa de Fronteira, e dá outras providências.
Revogada e reeditada pela Mpv no 1.803-1, de 1999.";MEDIDA PROVISÓRIA Nº 1.797;https://bit.ly/2T2tNML
Faixa de fronteira;26/11/1938;DECRETO-LEI N° 893, DE 26 DE NOVEMBRO DE 1938.;Dispõe sobre o aproveitamento agrícola da Fazenda Nacional de Santa Cruz e de outros imóveis da União;DECRETO-LEI N° 893;https://bit.ly/2IFKusE
Faixa de fronteira;02/03/1938;DECRETO-LEI Nº 311, DE 2 DE MARÇO DE 1938;Dispõe sobre a divisão territorial do país e dá outras providências.;DECRETO-LEI Nº 311;https://bit.ly/2GNO9mp
Faixa de fronteira;18/03/1939;DECRETO-LEI N° 1.164, DE 18 DE MARÇO DE 1939. (REVOGADO);Dispõe sobre as concessões de terras e vias de comunicação na faixa da fronteira, bem como sobre as indústrias aí situadas. Revogado pelo Del n° 1.968, de 17/01/1940. Revogado pela Lei n° 2.597, DE 12/09/1955.;DECRETO-LEI N° 1.164;https://bit.ly/2XqYb27
Faixa de fronteira;16/06/1939;DECRETO-LEI Nº 1.351, DE 16 DE JUNHO DE 1939.;Cria colônias militares de fronteiras.;DECRETO-LEI Nº 1.351;https://bit.ly/2VneFX7
Faixa de fronteira;17/01/1940;DECRETO-LEI N° 1.968, DE 17 DE JANEIRO DE 1940. (REVOGADO);Regula as concessões das terras e vias de comunicação, bem como o estabelecimento e indústria, na faixa de fronteiras. Revogado pela LEI 2.597, DE 12/09/1955.;DECRETO-LEI N° 1.968;https://bit.ly/2tCcV0t
Faixa de fronteira;22/07/1940;DECRETO-LEI Nº 2.436, DE 22 DE JULHO DE 1940.;Incorpora ao patrimônio da União todo o ativo existente em território nacional da Brasil Railway Company e empresas a ela filiadas e dispõe quanto à apuração e liquidação do seu passivo.;DECRETO-LEI Nº 2.436;https://bit.ly/2U4rWnf
Faixa de fronteira;20/09/1940;DECRETO-LEI Nº 2.610, DE 20 DE SETEMBRO DE 1940. (REVOGADO);Interpreta disposições do Decreto-Lei nº 1968, de 17 de janeiro de 1940, e dá outras providências. DEL 5315 - 11/03/1943: PRORROGA PRAZO DEL 6430 - 17/04/1944: REVOGA ART. 10. REVOGADO PELA LEI 2597 - 12/09/1955.;DECRETO-LEI Nº 2.610;https://bit.ly/2IECw2X
Faixa de fronteira;17/07/1941;DECRETO-LEI N° 3.438, DE 17 DE JULHO DE 1941.;Esclarece e amplia o decreto-lei nº 2.490, de 16 de agosto de 1940.;DECRETO-LEI N° 3.438;https://bit.ly/2tC2p9v
Faixa de fronteira;31/05/1982;DECRETO-LEI Nº 1.942, DE 31 DE MAIO DE 1982.;Dispõe sobre terras situadas em área indispensável à segurança nacional, no Estado do Paraná, e dá outras providências.;DECRETO-LEI Nº 1.942;https://bit.ly/2H2Kel3
Faixa de fronteira;10/06/1944;DECRETO-LEI Nº 6.587, DE 10 DE JUNHO DE 1944.;Incorpora ao Parque Nacional do Iguaçu áreas que menciona.;DECRETO-LEI Nº 6.587;https://bit.ly/2GZTYwB
Faixa de fronteira;10/07/1945;DECRETO-LEI Nº 7.724, DE 10 DE JULHO de 1945.;Submete ao regime de aforamento as terras devolutas dentro da faixa de sessenta e seis quilômetros ao longo das fronteiras, e dá outras providências.;DECRETO-LEI Nº 7.724;https://bit.ly/2XsYppc
Faixa de fronteira;30/07/1945;DECRETO-LEI Nº 7.796, DE 30 DE JULHO DE 1945.;Dá nova redação ao art. 6º do Decreto-lei nº 2.436, de 22 de junho de 1940.;DECRETO-LEI Nº 7.796;https://bit.ly/2Vge8Gm
Faixa de fronteira;30/08/1945;DECRETO-LEI Nº 7.916, DE 30 DE AGOSTO DE 1945.;Dispõe sobre a distribuição das terras devolutas nos Territórios Federais e dá outras providências.;DECRETO-LEI Nº 7.916;https://bit.ly/2ExOyaq
Faixa de fronteira;06/08/1946;DECRETO-LEI Nº 9.549, DE 6 DE AGOSTO DE 1946.;Autoriza o Superintendente das Empresas Incorporadas ao Patrimônio Nacional a alienar bens que menciona.;DECRETO-LEI Nº 9.549;https://bit.ly/2VhKL6s
Faixa de fronteira;05/09/1946;DECRETO-LEI Nº 9.760, DE 5 DE SETEMBRO DE 1946.;Dispõe sobre os bens imóveis da União e dá outras providências. Art. 1° ao 133.;DECRETO-LEI Nº 9.760;https://bit.ly/2IDuhnW
Faixa de fronteira;17/03/1970;DECRETO-LEI Nº 1.094, DE 17 DE MARÇO DE 1970.;Dispõe sobre a Comissão Especial da Faixa de Fronteiras e dá outras providências.;DECRETO-LEI Nº 1.094;https://bit.ly/2VkUs4b
Faixa de fronteira;03/12/1970;DECRETO-LEI Nº 1.135, DE 3 DE DEZEMBRO DE 1970.;Dispõe sobre a organização, a competência e o funcionamento do Conselho de Segurança Nacional e dá outras providências.;DECRETO-LEI Nº 1.135;https://bit.ly/2TgeQ9k
Faixa de fronteira;01/04/1971;"DECRETO-LEI N° 1.164, DE 1 DE ABRIL DE 1971.
(REVOGADO)";"Declara indispensáveis à segurança e ao desenvolvimento nacionais terras devolutas situadas na faixa de cem quilômetros de largura em cada lado do eixo de rodovias na Amazônia Legal, e dá outras providências.
Revogado pelo Decreto-Lei nº 2.375, de 24.11.1987.";DECRETO-LEI N° 1.164;https://bit.ly/2U8RCPL
Faixa de fronteira;18/08/1975;DECRETO-LEI Nº 1.414, DE 18 DE AGOSTO DE 1975. (REVOGADO);Dispõe sobre o processo de ratificação das concessões e alienações de terras devolutas na Faixa de Fronteiras, e dá outras providências. Revogado pela Lei nº 13.178, de 2015.;DECRETO-LEI Nº 1.414;https://bit.ly/2NvrPyC
Faixa de fronteira;31/05/1982;DECRETO-LEI Nº 1.942, DE 31 DE MAIO DE 1982.;Dispõe sobre terras situadas em área indispensável à segurança nacional, no Estado do Paraná, e dá outras providências.;DECRETO-LEI Nº 1.942;https://bit.ly/2H2Kel3
Faixa de fronteira;24/11/1987;DECRETO-LEI Nº 2.375, DE 24 DE NOVEMBRO DE 1987.;Revoga o Decreto-lei nº 1.164, de 1º de abril de 1971, dispõe sobre terras públicas, e dá outras providências.;DECRETO-LEI Nº 2.375;https://bit.ly/2GKeiTf
Faixa de fronteira;05/03/1913;DECRETO Nº 10.105, DE 5 DE MARÇO DE 1913.;Aprova o novo regulamento de terras devolutas da União.;DECRETO Nº 10.105;https://bit.ly/2tDjXBQ
Faixa de fronteira;10/02/1915;DECRETO Nº 11.485, DE 10 DE FEVEREIRO DE 1915.;Suspende o regulamento de terras devolutas da União, a que se referem os decretos nº. 10.105, de 5 de março de 1913, e 10.320, de 7 de julho do mesmo ano.;DECRETO Nº 11.485;https://bit.ly/2Nw1U9Q
Faixa de fronteira;20/06/1939;DECRETO Nº 4.265, DE 20 DE JUNHO DE 1939.;Aprova o Regimento da Comissão Especial constituída pelo art. 19 do Decreto-Lei nº 1164, de 18 de março de 1939.;DECRETO Nº 4.265;https://bit.ly/2GLFSiX
Faixa de fronteira;26/07/1939;DECRETO Nº 4.438, DE 26 DE JULHO DE 1939. (REVOGADO);Aprova o Regimento do Departamento Nacional da Produção Vegetal, que com esta baixa, assinado pelo Ministro de Estado da Agricultura. Revogado pelo Decreto nº 99.999 de 11 de janeiro de 1991.;DECRETO Nº 4.438;https://bit.ly/2NtfmLS
Faixa de fronteira;12/01/1940;"DECRETO Nº 5.110, DE 12 DE JANEIRO DE 1940.
(REVOGADO)";"Estende as medidas constantes do Decreto-Lei n. 893, de 26 de novembro de 1938, a outros imóveis do domínio da União.
Revogado pelo Decreto sem número 25/04/1991.";DECRETO Nº 5.110;https://bit.ly/2VpkEuK
Faixa de fronteira;13/06/1956;DECRETO Nº 39364, DE 13 DE JUNHO DE 1956.;Regulamenta o art. 7º da Lei número 2.163, de 5 de janeiro de 1954 e dá outras providências.;DECRETO Nº 39364;https://bit.ly/2IDHBZA
Faixa de fronteira;03/07/1956;DECRETO N° 39.501, DE 3 DE JULHO DE 1956.;Reserva área de terras devolutas na faixa de fronteira, para a sede do Município de Dionísio Cerqueira, no Estado de Santa Catarina, e dá outras providências.;DECRETO N° 39.501;https://bit.ly/2T2sDkz
Faixa de fronteira;16/07/1956;DECRETO N° 39.605B, DE 16 DE JULHO DE 1956. (REVOGADO);Aprova o Regulamento da Lei n° 2.597, de 12 de setembro de 1955. Revogado pelo Decreto de 5 de setembro de 1991.;DECRETO N° 39.605B;https://bit.ly/2tAWxNI
Faixa de fronteira;01/10/1956;DECRETO N° 40.051, DE 1º DE OUTUBRO DE 1956.;Dá nova redação ao § 2º do art. 1º e ao art. 3º, do Decreto n° 39.364, de 13 de junho de 1956.;DECRETO N° 40.051;https://bit.ly/2XmsV4p
Faixa de fronteira;16/07/1956;DECRETO Nº 39.605-A, DE 16 DE JULHO DE 1956.;Classifica localidades do Território Nacional, nas categorias previstas no art. 123, da Lei nº 1.316, de 20 de janeiro de 1951.;DECRETO Nº 39.605-A;https://bit.ly/2EcDPkq
Faixa de fronteira;13/03/1964;"DECRETO Nº 53.700, DE 13 DE MARÇO DE1964.
(REVOGADO)";"Declara de interesse social para fins de desapropriação as áreas rurais que ladeiam os eixos rodoviários federais, os leitos das ferrovias nacionais, e as terras beneficiadas ou recuperadas por investimentos exclusivos da União em obras de irrigação, drenagem e açudagem, atualmente inexploradas ou exploradas contrariamente à função social da propriedade, e dá outras providências.
Revogado pelo Decreto nº 53883 de 13 de abril de 1964.";DECRETO Nº 53.700;https://bit.ly/2Xt0K3s
Faixa de fronteira;06/06/1967;DECRETO Nº 60.815, DE 6 DE JUNHO DE 1967.;Transfere ao patrimônio e à responsabilidade do Instituto Brasileiro de Reforma Agrária o acervo a que se refere o item III do art. 1º do Decreto-lei nº 224, de 28 de fevereiro de 1967.;DECRETO Nº 60.815;https://bit.ly/2EyloI5
Faixa de fronteira;15/08/1968;DECRETO Nº 63.104, DE 15 DE AGOSTO DE 1968.;Dispõe sobre a política do Governo Federal relativo à efetiva ocupação e povoamento orientados da Região Amazônica, notadamente quanto aos espaços vazios e zonas de fronteiras, e dá outras providências.;DECRETO Nº 63.104;https://bit.ly/2Uh2fje
Faixa de fronteira;22/12/1972;DECRETO Nº 71.615, DE 22 DE DEZEMBRO 1972. (REVOGADO);Regulamenta o Decreto-lei n. 1164, de 1 de abril de 1971, alterado pelo Decreto-Lei n 1243, de 30 de outubro de 1972, e fixa as normas para a implantação de projetos de colonização, concessão de terra e estabelecimento ou exploração de indústrias de interesse da Segurança Nacional, nas terras devolutas localizadas ao longo de rodovias, na Amazônia Legal. Revogado pelo Decreto s/nº, de 05.09.1991, DOU 06.09.1991.;DECRETO Nº 71.615;https://bit.ly/2ICYaET
Faixa de fronteira;28/11/1975;DECRETO N° 76.694, DE 28 DE NOVEMBRO DE 1975.;Dispõe sobre a execução do Decreto-lei nº 1.414, de 18 de agosto de 1975, e dá outras providências.;DECRETO N° 76.694;https://bit.ly/2H5RX1F
Faixa de fronteira;26/08/1980;DECRETO N° 85.064, DE 26 DE AGOSTO DE 1980.;Regulamenta a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira.;DECRETO N° 85.064;https://bit.ly/2H2L5SN
Faixa de fronteira;17/03/1982;DECRETO N° 87.040, DE 17 DE MARÇO DE 1982.;Especifica áreas indispensáveis à segurança nacional insuscetíveis de usucapião especial, e dá outras providências.;DECRETO N° 87.040;https://bit.ly/2SsEh39
Faixa de fronteira;23/05/1988;DECRETO N° 96.084, DE 23 DE MAIO DE 1988.;Regulamenta o § 1° do art. 5° do Decreto-lei nº 2.375, de 24 de novembro de 1987, que autoriza a União a transferir, a título gratuito, a Estados ou Territórios, terras públicas a ela pertencentes, localizadas na Faixa de Fronteira.;DECRETO N° 96.084;https://bit.ly/2EfC45Q
Faixa de fronteira;22/04/1988;DECRETO N° 95.956, DE 22 DE ABRIL DE 1988.;Regulamenta o art. 5° do Decreto-lei n° 2.375, de 24 de novembro de 1987, que autoriza a União a transferir, a título gratuito, a Estados ou Territórios, terras públicas a ela pertencentes.;DECRETO N° 95.956;https://bit.ly/2EzePFi
Faixa de fronteira;16/06/1999;INSTRUÇÃO NORMATIVA Nº 33, DE 16 DE JUNHO DE 1999. (REVOGADA);Estabelece diretrizes para o procedimento administrativo de ratificação das alienações e concessões de terras na Faixa de Fronteira. Revogada Pela Instrução Normativa n° 42/2000.;INSTRUÇÃO NORMATIVA Nº 33;https://bit.ly/2tE5tlj
Faixa de fronteira;25/05/2000;INSTRUÇÃO NORMATIVA Nº 42, DE 25 DE MAIO DE 2000.;Estabelece diretrizes para o procedimento administrativo de ratificação das alienações e concessões de terras na Faixa de Fronteira de regularização fundiária.;INSTRUÇÃO NORMATIVA Nº 42;https://bit.ly/2Xotri2
Faixa de fronteira;11/10/2010;INSTRUÇÃO NORMATIVA Nº 63, DE 11 DE OUTUBRO DE 2010.;Dispõe sobre o procedimento administrativo de ratificação das alienações e concessões de terras devolutas feitas pelos Estados na faixa de fronteira.;INSTRUÇÃO NORMATIVA Nº 63;https://bit.ly/2IBI4eE
Faixa de fronteira;01/01/9999;APELAÇÃO CIVEL N° 9.621/PR/STF;Acórdão de 18 de março de 1965.;APELAÇÃO CIVEL N° 9.621;https://bit.ly/2BUTTqv
Faixa de fronteira;01/01/9999;RECURSO EXTRAORDINÁRIO: RE 52331 PR;"Faixa de Fronteira; Terras devolutas nelas situadas. São bens dominicais da União.";RECURSO EXTRAORDINÁRIO: RE 52331 PR;https://bit.ly/2GKuAvn
Faixa de fronteira;01/01/9999;RECURSO ESPECIAL N° 766391/PR /STF;Administrativo. Recurso Especial. Imóvel Situado Em Faixa de Fronteira.;RECURSO ESPECIAL N° 766391;https://bit.ly/2TlIOZu
Faixa de fronteira;01/01/9999;RECURSO ESPECIAL N° 784167/ PR/STJ;Processual Civil. Recurso Especial. Administrativo. Desapropriação Direta. Discussão Acerca Do Domínio Art. 34 do DL. 3.365/41. Terras de Fronteira. Paraná.;RECURSO ESPECIAL N° 784167;https://bit.ly/2Vngovz
Faixa de fronteira;01/01/9999;SÚMULA 477/STF;As concessões de terras devolutas situadas na faixa de fronteira, feitas pelos Estados, autorizam, apenas, o uso, permanecendo o domínio com a União, ainda que se mantenha inerte ou tolerante, em relação aos possuidores.;SÚMULA 477/STF;https://bit.ly/2XrQKYC
Faixa de fronteira;10/03/1976;ORDEM DE SERVIÇO INCRA N° 2, DE 10 DE MARÇO DE 1976.;Ratificação de títulos em Faixa de Fronteira.;ORDEM DE SERVIÇO INCRA N° 2;https://bit.ly/2IzKJFx
Georreferenciamento;12/12/1972;LEI Nº 5.868, DE 12 DE DEZEMBRO DE 1972.;Cria o Sistema Nacional de Cadastro Rural, e dá outras providências.;LEI Nº 5.868;http://www.planalto.gov.br/ccivil_03/LEIS/L5868.htm
Georreferenciamento;31/12/1973;LEI Nº 6.015, DE 31 DE DEZEMBRO DE 1973.;Dispõe sobre os registros públicos, e dá outras providências. Art. 176, §§ 3° e 4°;LEI Nº 6.015;http://www.planalto.gov.br/ccivil_03/LEIS/L6015original.htm
Georreferenciamento;19/12/1996;LEI Nº 9.393, DE 19 DE DEZEMBRO DE 1996.;Dispõe sobre o Imposto sobre a Propriedade Territorial Rural - ITR, sobre pagamento da dívida representada por Títulos da Dívida Agrária e dá outras providências.;LEI Nº 9.393;http://www.planalto.gov.br/ccivil_03/LEIS/L9393.htm
Georreferenciamento;15/05/1998;LEI Nº 9.636, DE 15 DE MAIO DE 1998.;Dispõe sobre a regularização, administração, aforamento e alienação de bens imóveis de domínio da União, altera dispositivos dos Decretos-Leis nos 9.760, de 5 de setembro de 1946, e 2.398, de 21 de dezembro de 1987, regulamenta o § 2° do art. 49 do Ato das Disposições Constitucionais Transitórias, e dá outras providências.;LEI Nº 9.636;http://www.planalto.gov.br/ccivil_03/LEIS/L9636.htm
Georreferenciamento;18/07/2000;LEI N° 9.985, DE 18 DE JULHO DE 2000.;Regulamenta o art. 225, § 1°, incisos I, II, III e VII da Constituição Federal, institui o Sistema Nacional de Unidades de Conservação da Natureza e dá outras providências.;LEI N° 9.985;http://www.planalto.gov.br/ccivil_03/LEIS/L9985.htm
Georreferenciamento;28/08/2001;LEI N° 10.267, DE 28 DE AGOSTO DE 2001;Altera dispositivos das Leis nos 4.947, de 6 de abril de 1966, 5.868, de 12 de dezembro de 1972, 6.015, de 31 de dezembro de 1973, 6.739, de 5 de dezembro de 1979, 9.393, de 19 de dezembro de 1996, e dá outras providências.;LEI N° 10.267;http://www.planalto.gov.br/ccivil_03/leis/LEIS_2001/L10267.htm
Georreferenciamento;02/03/2006;LEI Nº 11.284, DE 2 DE MARÇO DE 2006.;"Dispõe sobre a gestão de florestas públicas para a produção sustentável; institui, na estrutura do Ministério do Meio Ambiente, o Serviço Florestal Brasileiro - SFB; cria o Fundo Nacional de Desenvolvimento Florestal - FNDF; altera as Leis nos 10.683, de 28 de maio de 2003, 5.868, de 12 de dezembro de 1972, 9.605, de 12 de fevereiro de 1998, 4.771, de 15 de setembro de 1965, 6.938, de 31 de agosto de 1981, e 6.015, de 31 de dezembro de 1973; e dá outras providências.";LEI Nº 11.284;http://www.planalto.gov.br/ccivil_03/_Ato2004-2006/2006/Lei/L11284.htm
Georreferenciamento;18/04/1973;DECRETO N° 72.106, DE 18 DE ABRIL DE 1973.;Regulamenta a Lei nº 5.868, de 12 de dezembro de 1972, que institui o Sistema Nacional de Cadastro Rural e dá outras providências.;DECRETO N° 72.106;http://www.planalto.gov.br/ccivil_03/decreto/1970-1979/D72106.htm
Georreferenciamento;30/10/2002;DECRETO Nº 4.449, DE 30 DE OUTUBRO DE 2002.;"Regulamenta a Lei n° 10.267, de 28 de agosto de 2001, que altera dispositivos das Leis n° 4.947, de 6 de abril de 1966; 5.868, de 12 de dezembro de 1972; 6.015, de 31 de dezembro de 1973; 6.739, de 5 de dezembro de 1979; e 9.393, de 19 de dezembro de 1996, e dá outras providências.";DECRETO Nº 4.449;http://www.planalto.gov.br/ccivil_03/decreto/2002/D4449.htm
Georreferenciamento;28/11/2005;INSTRUÇÃO NORMATIVA Nº 25, DE 28 DE NOVEMBRO DE 2005.;Estabelece o Fluxo Interno a ser observado pelas Superintendências Regionais do INCRA, com vistas à certificação e atualização cadastral, de que tratam o Decreto nº 4.449, de 30 de outubro de 2002 e a Lei nº 5.868, de 12 de dezembro de 1972, com as alterações introduzidas pela Lei nº 10.267, de 30 de agosto de 2001.;INSTRUÇÃO NORMATIVA Nº 25;http://www.incra.gov.br/tree/info/file/16301
Georreferenciamento;30/12/2010;INSTRUÇÃO NORMATVA Nº 66, DE 30 DE DEZEMBRO DE 2010. (REVOGADA);Aprova os procedimentos par atualização cadastral e os formulários de coleta do Sistema Nacional de Cadastro Rural, instituído pela Lei nº 5.868, de 1972, regulamentada pelo Decreto nº 72.106, de 1973 e alterada pela Lei nº 10.267, de 2001, regulamentada pelo Decreto nº 4.449, de 30 de outubro de 2002 e pelo Decreto nº 5.570, de 31 de novembro de 2005, e em conformidade com o art. 46 da Lei nº 4.504, de 30 de novembro de 1964. Revogada pela Instrução Normativa Nº 82, de 27/03/15;INSTRUÇÃO NORMATVA Nº 66;http://www.incra.gov.br/sites/default/files/uploads/legislacao/instrucao-normativa/in_66-2010_atualizacao_cadastral_e_formularios_do_sncr_revogada_in_no_84_15.pdf
Georreferenciamento;23/08/2013;INSTRUÇÃO NORMATIVA Nº 77, DE 23 DE AGOSTO DE 2013.;Regulamenta o procedimento de certificação do poligonal objeto de memorial descritivo de imóveis rurais a que se refere o § 5º do art. 176 da Lei nº 6.015, de 31 de dezembro de 1973;INSTRUÇÃO NORMATIVA Nº 77;http://www.incra.gov.br/sites/default/files/uploads/legislacao/instrucao-normativa/in_77_2013.pdf
Georreferenciamento;15/09/2010;NORMA DE EXECUÇAO N° 96, DE 15 DE SETEMBRO DE 2010.INCRA/DF;Estabelece as diretrizes e procedimentos referentes a Certificação de Im6veis Rurais no INCRA disposto no Decreto 4.449, de 30 de outubro de 2002, alterado pelo Decreto 5.570, de 31 de outubro de 2005 e na Norma Técnica para Georreferenciamento de Im6veis Rurais.;NORMA DE EXECUÇAO N° 96;http://www.incra.gov.br/sites/default/files/uploads/legislacao/norma-execucao/ne_96-2010_certificacao_de_imoveis_rurais.pdf
Georreferenciamento;26/11/2012;NORMA DE EXECUÇÃO N° 105, DE 26 DE NOVEMBRO DE 2012.;Regulamenta o procedimento de certificação do poligonal objeto de memorial descritivo de imóveis rurais a que se refere o §5° do art. 176 da Lei n° 6.015, de 31 de dezembro de 1973, e a norma técnica para georreferenciamento de imóveis rurais.;NORMA DE EXECUÇÃO N° 105;http://www.incra.gov.br/sites/default/files/uploads/legislacao/norma-execucao/ne_105_df.pdf
Georreferenciamento;23/08/2013;NORMA DE EXECUÇÃOI INCRA/N° 107, DE 23 DE AGOSTO DE 2013.;Manual de certificação;NORMA DE EXECUÇÃOI INCRA/N° 107;http://www.incra.gov.br/sites/default/files/uploads/legislacao/norma-execucao/ne_107_dd.pdf
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;05/01/1954;LEI Nº 2.163, DE 5 DE JANEIRO DE 1954;Cria o Instituto Nacional de Imigração e Colonização, e dá outras providências;LEI Nº 2.163;http://www.planalto.gov.br/ccivil_03/leis/1950-1969/L2163.htm
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;23/09/1955;LEI Nº 2.613, DE 23 DE SETEMBRO DE 1955.;Autoriza a União a criar uma Fundação denominada Serviço Social Rural;LEI Nº 2.613;http://www.planalto.gov.br/ccivil_03/LEIS/1950-1969/L2613.htm
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;11/10/1962;LEI DELEGADA Nº 11, DE 11 DE OUTUBRO DE 1962. (REVOGADA);Cria a Superintendência de Política Agrária (SUPRA) e dá outras providências. Revogada pela Lei nº 4.504, de 1964.;LEI DELEGADA Nº 11;http://www.planalto.gov.br/CCivil_03/Leis/LDL/LDL11.HTM
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;30/11/1964;LEI Nº 4.504, DE 30 DE NOVEMBRO DE 1964.;Dispõe sobre o Estatuto da Terra, e dá outras providências. Artigos 28, 37 a 42, 74, 104, 114 a 117;LEI Nº 4.504;http://www.planalto.gov.br/ccivil_03/leis/L4504.htm
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;06/04/1966;LEI N° 4.947, DE 6 DE ABRIL DE 1966.;Fixa Normas de Direito Agrário, dispõe sobre o Sistema de Organização e Funcionamento do Instituto Brasileiro de Reforma Agrária, e dá outras Providências. Artigos 2º a 17;LEI N° 4.947;http://www.planalto.gov.br/CCivil_03/Leis/L4947.htm
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;09/07/1970;DECRETO-LEI Nº 1.110, DE 9 DE JULHO DE 1970;Cria o Instituto Nacional de Colonização e Reforma Agrária (INCRA), extingue o Instituto Brasileiro de Reforma Agrária, o Instituto Nacional de Desenvolvimento Agrário e o Grupo Executivo da Reforma Agrária e dá outras providências.;DECRETO-LEI Nº 1.110;http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/Del1110.htm
INCRA, IBRA, INDA, INIC, MIRAD, MDA E OUTROS;01/02/1980;DECRETO-LEI Nº 1.767, DE 1º DE FEVEREIRO DE 1980.;Cria grupo executivo para regularização fundiária no Sudeste do Pará, Norte de Goiás e Oeste do Maranhão, e dá outras providências.;DECRETO-LEI Nº 1.767;http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/Del1767.htm
